"idnum","hs_avg_score"
"1633",2.75
"1634",2.25
"1635",1.75
"1636",2.33333333333333
"1637",2.5
"1638",1.75
"1639",3
"1640",4
"1641",NA
"1642",1.66666666666667
"1643",2.33333333333333
"1644",NA
"1645",NA
"1646",2.25
"1647",2.75
"1648",NA
"1649",3.75
"1650",2.25
"1651",3
"1652",3.25
"1653",NA
"1654",3.25
"1655",2.75
"1656",3.25
"1657",2.75
"1658",2.25
"1659",NA
"1660",NA
"1661",NA
"1662",2
"1663",2
"1664",3.5
"1665",1.25
"1666",3
"1667",2.75
"1668",3.25
"1669",NA
"1670",3.5
"1671",3.25
"1672",2.5
"1673",NA
"1674",2.25
"1675",2.5
"1676",NA
"1677",1.5
"1678",3.25
"1679",4
"1680",NA
"1681",2
"1682",2
"1683",3.5
"1684",1.33333333333333
"1685",NA
"1686",3.25
"1687",3
"1688",2.75
"1689",2.66666666666667
"1690",NA
"1691",NA
"1692",3.5
"1693",3
"1694",3
"1695",3.5
"1696",2.25
"1697",NA
"1698",NA
"1699",NA
"1700",NA
"1701",3.5
"1702",NA
"1703",3.25
"1704",2.25
"1705",2.75
"1706",3
"1707",3
"1708",2.25
"1709",3
"1710",4
"1711",3
"1712",NA
"1713",1.66666666666667
"1714",NA
"1715",3
"1716",NA
"1717",NA
"1718",3.75
"1719",2.66666666666667
"1720",NA
"1721",NA
"1722",1.5
"1723",3
"1724",NA
"1725",3
"1726",NA
"1727",2.33333333333333
"1728",3
"1729",3
"1730",NA
"1731",1.75
"1732",2.5
"1733",2
"1734",3.5
"1735",NA
"1736",NA
"1737",NA
"1738",2
"1739",2.33333333333333
"1740",2.75
"1741",3.25
"1742",2.75
"1743",2.75
"1744",2
"1745",NA
"1746",3.75
"1747",3
"1748",3.5
"1749",3.5
"1750",NA
"1751",NA
"1752",3
"1753",2.25
"1754",3
"1755",2
"1756",NA
"1757",NA
"1758",3
"1759",1.75
"1760",2.25
"1761",NA
"1762",2.75
"1763",4
"1764",NA
"1765",NA
"1766",2.75
"1767",3
"1768",3.66666666666667
"1769",2.5
"1770",3.33333333333333
"1771",4
"1772",NA
"1773",NA
"1774",2.75
"1775",4
"1776",1.66666666666667
"1777",2.25
"1778",4
"1779",2.5
"1780",2.75
"1781",3.25
"1782",3
"1783",3.33333333333333
"1784",2.5
"1785",3.75
"1786",2.75
"1787",NA
"1788",4
"1789",3
"1790",NA
"1791",NA
"1792",NA
"1793",3.5
"1794",2.25
"1795",NA
"1796",3.25
"1797",3.25
"1798",NA
"1799",3.75
"1800",3.25
"1801",4
"1802",2
"1803",3.25
"1804",NA
"1805",NA
"1806",3.75
"1807",NA
"1808",2.66666666666667
"1809",1.75
"1810",NA
"1811",NA
"1812",2.25
"1813",2
"1814",3
"1815",2
"1816",4
"1817",3
"1818",NA
"1819",3.5
"1820",2.25
"1821",NA
"1822",2.5
"1823",2.33333333333333
"1824",2.25
"1825",3.5
"1826",3.25
"1827",3.75
"1828",NA
"1829",NA
"1830",NA
"1831",NA
"1832",2
"1833",3.25
"1834",2.75
"1835",3
"1836",2.5
"1837",4
"1838",2.25
"1839",2.5
"1840",2
"1841",3.5
"1842",1.5
"1843",NA
"1844",2.33333333333333
"1845",2.5
"1846",2.75
"1847",NA
"1848",3.5
"1849",NA
"1850",2
"1851",NA
"1852",2.5
"1853",2.33333333333333
"1854",NA
"1855",3.25
"1856",3
"1857",2.25
"1858",2
"1859",3.5
"1860",1.75
"1861",2.25
"1862",3.75
"1863",2.5
"1864",1.5
"1865",NA
"1866",1.75
"1867",2.75
"1868",1.5
"1869",3.75
"1870",NA
"1871",3.5
"1872",NA
"1873",1.5
"1874",NA
"1875",NA
"1876",NA
"1877",3.5
"1878",NA
"1879",NA
"1880",NA
"1881",3.25
"1882",NA
"1883",3.25
"1884",3.33333333333333
"1885",NA
"1886",NA
"1887",1.75
"1888",4
"1889",3.75
"1890",3
"1891",3.25
"1892",3.66666666666667
"1893",2.5
"1894",NA
"1895",3.25
"1896",3.75
"1897",3
"1898",NA
"1899",NA
"1900",NA
"1901",2.5
"1902",1.75
"1903",NA
"1904",NA
"1905",2.5
"1906",NA
"1907",3.75
"1908",NA
"1909",NA
"1910",NA
"1911",1.75
"1912",3.75
"1913",NA
"1914",3
"1915",NA
"1916",4
"1917",NA
"1918",3.75
"1919",3
"1920",3.75
"1921",3
"1922",3.5
"1923",3.25
"1924",1.66666666666667
"1925",2.33333333333333
"1926",NA
"1927",NA
"1928",2.25
"1929",3.25
"1930",3
"1931",3
"1932",1.75
"1933",3
"1934",1
"1935",2.5
"1936",1.75
"1937",3.5
"1938",2.5
"1939",3
"1940",3.75
"1941",3
"1942",1.75
"1943",3.25
"1944",1.75
"1945",NA
"1946",NA
"1947",3.66666666666667
"1948",3
"1949",3
"1950",NA
"1951",NA
"1952",NA
"1953",2.75
"1954",NA
"1955",NA
"1956",2
"1957",1
"1958",NA
"1959",NA
"1960",4
"1961",NA
"1962",2.25
"1963",NA
"1964",4
"1965",3
"1966",3.75
"1967",NA
"1968",NA
"1969",NA
"1970",NA
"1971",NA
"1972",3.25
"1973",3.25
"1974",2.75
"1975",NA
"1976",NA
"1977",1.66666666666667
"1978",NA
"1979",2.5
"1980",3
"1981",3.5
"1982",NA
"1983",2.75
"1984",3
"1985",NA
"1986",4
"1987",NA
"1988",3.25
"1989",3.75
"1990",3.5
"1991",2.33333333333333
"1992",NA
"1993",NA
"1994",NA
"1995",3.25
"1996",3
"1997",NA
"1998",NA
"1999",NA
"2000",3
"2001",NA
"2002",NA
"2003",3
"2004",NA
"2005",NA
"2006",3.75
"2007",1.5
"2008",3.5
"2009",NA
"2010",NA
"2011",2.75
"2012",NA
"2013",3.25
"2014",NA
"2015",3
"2016",4
"2017",2.33333333333333
"2018",1
"2019",3.75
"2020",2.5
"2021",2.25
"2022",NA
"2023",2.25
"2024",NA
"2025",3.75
"2026",1.75
"2027",2.75
"2028",2.33333333333333
"2029",3
"2030",3
"2031",1.66666666666667
"2032",NA
"2033",3.75
"2034",2
"2035",2.5
"2036",4
"2037",NA
"2038",3
"2039",1.75
"2040",3.5
"2041",1.5
"2042",3.25
"2043",NA
"2044",NA
"2045",NA
"2046",NA
"2047",NA
"2048",NA
"2049",3.5
"2050",2
"2051",NA
"2052",2.5
"2053",2.25
"2054",NA
"2055",3
"2056",3
"2057",2.75
"2058",NA
"2059",2
"2060",3.5
"2061",4
"2062",3
"2063",3
"2064",3
"2065",3.25
"2066",2.75
"2067",2.5
"2068",2.25
"2069",2
"2070",NA
"2071",1.5
"2072",2.66666666666667
"2073",2.75
"2074",NA
"2075",3
"2076",NA
"2077",2.5
"2078",2.75
"2079",3
"2080",NA
"2081",3
"2082",3.75
"2083",2.25
"2084",3.5
"2085",2.25
"2086",4
"2087",4
"2088",2.25
"2089",3
"2090",3.25
"2091",NA
"2092",3
"2093",1.5
"2094",3.5
"2095",2.5
"2096",NA
"2097",2.5
"2098",3
"2099",2.25
"2100",NA
"2101",3.5
"2102",4
"2103",3.25
"2104",3.33333333333333
"2105",NA
"2106",NA
"2107",2
"2108",3
"2109",NA
"2110",NA
"2111",1.5
"2112",1.75
"2113",3.5
"2114",3.75
"2115",3
"2116",NA
"2117",NA
"2118",2.25
"2119",NA
"2120",3
"2121",2.75
"2122",3
"2123",3.5
"2124",2.75
"2125",2.75
"2126",NA
"2127",NA
"2128",3.5
"2129",3.75
"2130",3.25
"2131",2
"2132",2.75
"2133",3.5
"2134",2
"2135",NA
"2136",NA
"2137",2.66666666666667
"2138",NA
"2139",1.75
"2140",3.25
"2141",NA
"2142",3
"2143",3.75
"2144",2.75
"2145",2.75
"2146",2.33333333333333
"2147",NA
"2148",2
"2149",2.5
"2150",3
"2151",3.75
"2152",NA
"2153",2
"2154",NA
"2155",3.25
"2156",3.25
"2157",2.25
"2158",NA
"2159",3
"2160",2.75
"2161",NA
"2162",3.5
"2163",NA
"2164",3
"2165",NA
"2166",NA
"2167",NA
"2168",3.75
"2169",NA
"2170",NA
"2171",NA
"2172",NA
"2173",NA
"2174",NA
"2175",3
"2176",2.5
"2177",NA
"2178",NA
"2179",NA
"2180",2.5
"2181",3.25
"2182",2.75
"2183",3
"2184",3.5
"2185",NA
"2186",2
"2187",3.25
"2188",NA
"2189",NA
"2190",NA
"2191",3.75
"2192",NA
"2193",2.5
"2194",2.25
"2195",NA
"2196",NA
"2197",3
"2198",3.5
"2199",NA
"2200",3
"2201",2.5
"2202",NA
"2203",2.5
"2204",NA
"2205",2.25
"2206",1.75
"2207",1.66666666666667
"2208",NA
"2209",NA
"2210",3.5
"2211",2.5
"2212",NA
"2213",NA
"2214",2.75
"2215",2.5
"2216",2.33333333333333
"2217",3.25
"2218",2.75
"2219",NA
"2220",3.5
"2221",4
"2222",2.75
"2223",2.25
"2224",3.25
"2225",2.66666666666667
"2226",NA
"2227",NA
"2228",NA
"2229",2.75
"2230",NA
"2231",NA
"2232",4
"2233",3.25
"2234",NA
"2235",3
"2236",2.75
"2237",NA
"2238",3.66666666666667
"2239",NA
"2240",2.25
"2241",2.5
"2242",NA
"2243",3.25
"2244",3
"2245",1.66666666666667
"2246",3.25
"2247",NA
"2248",3.5
"2249",NA
"2250",NA
"2251",NA
"2252",3.66666666666667
"2253",NA
"2254",3.5
"2255",NA
"2256",2.75
"2257",2.5
"2258",3.25
"2259",3.66666666666667
"2260",2.33333333333333
"2261",4
"2262",NA
"2263",2.33333333333333
"2264",2.5
"2265",NA
"2266",3
"2267",1.66666666666667
"2268",2.75
"2269",1.75
"2270",NA
"2271",3.25
"2272",NA
"2273",4
"2274",NA
"2275",NA
"2276",2
"2277",3
"2278",3.25
"2279",4
"2280",NA
"2281",4
"2282",NA
"2283",3.5
"2284",NA
"2285",NA
"2286",NA
"2287",1.75
"2288",3.25
"2289",NA
"2290",3.75
"2291",NA
"2292",2.5
"2293",NA
"2294",2.5
"2295",2.25
"2296",2.75
"2297",NA
"2298",2.25
"2299",2.5
"2300",2.75
"2301",3.75
"2302",NA
"2303",3.25
"2304",3.5
"2305",3.75
"2306",4
"2307",NA
"2308",3.5
"2309",NA
"2310",NA
"2311",4
"2312",4
"2313",NA
"2314",NA
"2315",2.25
"2316",NA
"2317",2.75
"2318",3.25
"2319",NA
"2320",3.25
"2321",NA
"2322",NA
"2323",3.5
"2324",2.5
"2325",3
"2326",2.33333333333333
"2327",NA
"2328",NA
"2329",2.75
"2330",NA
"2331",NA
"2332",NA
"2333",4
"2334",NA
"2335",2.75
"2336",3
"2337",3.25
"2338",2.75
"2339",1.5
"2340",3
"2341",3
"2342",3.25
"2343",NA
"2344",3
"2345",1.66666666666667
"2346",3.25
"2347",2.75
"2348",2.25
"2349",3.5
"2350",4
"2351",NA
"2352",4
"2353",3.5
"2354",3.75
"2355",2.75
"2356",2.5
"2357",3.25
"2358",NA
"2359",NA
"2360",NA
"2361",3
"2362",2.25
"2363",2
"2364",NA
"2365",2.75
"2366",NA
"2367",NA
"2368",NA
"2369",2.33333333333333
"2370",3.75
"2371",3
"2372",2.25
"2373",NA
"2374",3
"2375",2
"2376",3.25
"2377",2
"2378",2.5
"2379",4
"2380",1.75
"2381",3
"2382",NA
"2383",2.66666666666667
"2384",3.33333333333333
"2385",NA
"2386",3.25
"2387",3.5
"2388",NA
"2389",4
"2390",1
"2391",NA
"2392",NA
"2393",4
"2394",3
"2395",2.75
"2396",2
"2397",3.25
"2398",3.5
"2399",3.25
"2400",3
"2401",3.5
"2402",2.75
"2403",2
"2404",3.5
"2405",2.5
"2406",3.75
"2407",2.75
"2408",NA
"2409",3
"2410",2
"2411",3.25
"2412",NA
"2413",3.5
"2414",NA
"2415",3
"2416",NA
"2417",3.5
"2418",2.5
"2419",3.33333333333333
"2420",2.75
"2421",3.25
"2422",3.75
"2423",2.5
"2424",NA
"2425",2.25
"2426",2.66666666666667
"2427",NA
"2428",NA
"2429",2.5
"2430",NA
"2431",3
"2432",2.75
"2433",4
"2434",2.75
"2435",2.25
"2436",3
"2437",3.25
"2438",NA
"2439",3.5
"2440",3
"2441",2.75
"2442",1.66666666666667
"2443",4
"2444",NA
"2445",3.5
"2446",NA
"2447",2.5
"2448",1.5
"2449",3.25
"2450",3
"2451",1.75
"2452",2
"2453",3.25
"2454",2.5
"2455",2.5
"2456",3.5
"2457",2
"2458",2
"2459",2.75
"2460",4
"2461",NA
"2462",3.5
"2463",3
"2464",NA
"2465",NA
"2466",NA
"2467",4
"2468",3
"2469",3
"2470",2.75
"2471",2.75
"2472",NA
"2473",NA
"2474",3
"2475",3.25
"2476",3
"2477",3.33333333333333
"2478",3.75
"2479",3.25
"2480",NA
"2481",2.5
"2482",2.5
"2483",2
"2484",2.75
"2485",3
"2486",NA
"2487",1
"2488",3
"2489",NA
"2490",2
"2491",2.75
"2492",3.33333333333333
"2493",2.5
"2494",3.25
"2495",3.66666666666667
"2496",2.66666666666667
"2497",3.25
"2498",2.75
"2499",NA
"2500",1
"2501",3
"2502",2.5
"2503",NA
"2504",1.5
"2505",2.5
"2506",2.75
"2507",NA
"2508",NA
"2509",NA
"2510",3
"2511",2.25
"2512",3
"2513",2.75
"2514",2.25
"2515",2.75
"2516",3
"2517",3.25
"2518",3.25
"2519",2.5
"2520",1.75
"2521",NA
"2522",2.75
"2523",NA
"2524",4
"2525",3.75
"2526",3.75
"2527",2
"2528",2
"2529",NA
"2530",NA
"2531",3.75
"2532",3.66666666666667
"2533",3.25
"2534",3.25
"2535",NA
"2536",3.5
"2537",3.25
"2538",NA
"2539",2
"2540",3
"2541",NA
"2542",3.25
"2543",NA
"2544",4
"2545",3.25
"2546",3.25
"2547",2.5
"2548",NA
"2549",1.33333333333333
"2550",3
"2551",NA
"2552",3.66666666666667
"2553",1.66666666666667
"2554",3.25
"2555",NA
"2556",NA
"2557",3.25
"2558",2
"2559",3.25
"2560",2.75
"2561",3.25
"2562",2.75
"2563",NA
"2564",NA
"2565",3.25
"2566",2.5
"2567",2.25
"2568",3.25
"2569",2.75
"2570",NA
"2571",2.25
"2572",2.5
"2573",NA
"2574",3.75
"2575",3
"2576",2.33333333333333
"2577",NA
"2578",2.5
"2579",3
"2580",NA
"2581",NA
"2582",2.25
"2583",NA
"2584",3.33333333333333
"2585",2.75
"2586",3.25
"2587",3.75
"2588",NA
"2589",3
"2590",NA
"2591",3.75
"2592",2.25
"2593",NA
"2594",2.33333333333333
"2595",3
"2596",NA
"2597",3
"2598",2.75
"2599",2.5
"2600",3.75
"2601",3.5
"2602",3.75
"2603",NA
"2604",2
"2605",4
"2606",NA
"2607",3.25
"2608",2.75
"2609",3.25
"2610",NA
"2611",NA
"2612",NA
"2613",3.25
"2614",3.25
"2615",3.5
"2616",2.25
"2617",NA
"2618",NA
"2619",3.66666666666667
"2620",2.25
"2621",NA
"2622",NA
"2623",NA
"2624",3.25
"2625",2.75
"2626",NA
"2627",4
"2628",NA
"2629",4
"2630",2.25
"2631",NA
"2632",2.75
"2633",2
"2634",NA
"2635",2
"2636",3.25
"2637",3.25
"2638",2.25
"2639",3.5
"2640",NA
"2641",4
"2642",NA
"2643",NA
"2644",NA
"2645",3.25
"2646",2.75
"2647",NA
"2648",NA
"2649",NA
"2650",NA
"2651",NA
"2652",4
"2653",NA
"2654",3
"2655",2.25
"2656",2
"2657",NA
"2658",3.5
"2659",NA
"2660",NA
"2661",1.5
"2662",3
"2663",NA
"2664",3.75
"2665",2.75
"2666",3
"2667",3.5
"2668",NA
"2669",NA
"2670",3.25
"2671",NA
"2672",2.75
"2673",2.75
"2674",2.25
"2675",3.5
"2676",NA
"2677",2.75
"2678",NA
"2679",3.75
"2680",NA
"2681",2.66666666666667
"2682",3
"2683",NA
"2684",4
"2685",3.5
"2686",3.25
"2687",3.5
"2688",NA
"2689",3
"2690",3
"2691",3
"2692",3.25
"2693",NA
"2694",2.5
"2695",NA
"2696",NA
"2697",3.5
"2698",3.5
"2699",NA
"2700",3.5
"2701",3
"2702",NA
"2703",1.25
"2704",3.5
"2705",2.25
"2706",NA
"2707",1.75
"2708",2.75
"2709",3
"2710",3.25
"2711",2.75
"2712",NA
"2713",3.33333333333333
"2714",3.75
"2715",NA
"2716",3
"2717",NA
"2718",NA
"2719",3
"2720",3.25
"2721",2
"2722",NA
"2723",3.5
"2724",3
"2725",2.25
"2726",2.5
"2727",3
"2728",NA
"2729",3
"2730",NA
"2731",3
"2732",3.5
"2733",1.25
"2734",3
"2735",3.25
"2736",2.5
"2737",1
"2738",3.75
"2739",2.5
"2740",NA
"2741",NA
"2742",3
"2743",2
"2744",3.5
"2745",2
"2746",4
"2747",NA
"2748",1.5
"2749",1.75
"2750",NA
"2751",NA
"2752",2.33333333333333
"2753",3.25
"2754",1.5
"2755",NA
"2756",2.5
"2757",4
"2758",NA
"2759",NA
"2760",NA
"2761",NA
"2762",2.25
"2763",3.5
"2764",3
"2765",3
"2766",NA
"2767",2.66666666666667
"2768",NA
"2769",2
"2770",2.5
"2771",NA
"2772",3
"2773",NA
"2774",2.75
"2775",NA
"2776",3.25
"2777",1.75
"2778",2.25
"2779",1.66666666666667
"2780",2.33333333333333
"2781",3.5
"2782",2.5
"2783",NA
"2784",NA
"2785",2.75
"2786",3.5
"2787",2.75
"2788",3.5
"2789",4
"2790",2.5
"2791",2.75
"2792",2.25
"2793",1.75
"2794",NA
"2795",2.75
"2796",NA
"2797",3.25
"2798",NA
"2799",1.5
"2800",2.25
"2801",3
"2802",2.33333333333333
"2803",3.33333333333333
"2804",3
"2805",NA
"2806",2.25
"2807",NA
"2808",3.25
"2809",NA
"2810",2.25
"2811",2
"2812",3.75
"2813",4
"2814",NA
"2815",NA
"2816",2.25
"2817",1.75
"2818",2.25
"2819",NA
"2820",NA
"2821",2.75
"2822",3.25
"2823",3.5
"2824",NA
"2825",2
"2826",NA
"2827",3
"2828",3
"2829",3
"2830",2.33333333333333
"2831",2
"2832",2.75
"2833",3.75
"2834",2.25
"2835",2.75
"2836",3.33333333333333
"2837",1.75
"2838",2.5
"2839",4
"2840",NA
"2841",NA
"2842",3.66666666666667
"2843",NA
"2844",NA
"2845",3.5
"2846",1.25
"2847",2.5
"2848",NA
"2849",NA
"2850",NA
"2851",3
"2852",NA
"2853",3.25
"2854",NA
"2855",NA
"2856",3.5
"2857",4
"2858",3.66666666666667
"2859",2.25
"2860",NA
"2861",2
"2862",NA
"2863",3.25
"2864",NA
"2865",1.75
"2866",NA
"2867",2.25
"2868",2
"2869",3.75
"2870",2.25
"2871",NA
"2872",2.5
"2873",2.25
"2874",NA
"2875",NA
"2876",3
"2877",NA
"2878",NA
"2879",NA
"2880",2
"2881",3
"2882",2
"2883",2.33333333333333
"2884",3.25
"2885",NA
"2886",2.75
"2887",3.5
"2888",3.25
"2889",NA
"2890",NA
"2891",3.25
"2892",2.75
"2893",3.33333333333333
"2894",3.25
"2895",3
"2896",1.66666666666667
"2897",NA
"2898",1.75
"2899",3.33333333333333
"2900",3
"2901",3
"2902",2.75
"2903",3
"2904",3.5
"2905",2.75
"2906",2
"2907",2.5
"2908",2.33333333333333
"2909",NA
"2910",3.75
"2911",NA
"2912",NA
"2913",2.5
"2914",NA
"2915",4
"2916",3
"2917",4
"2918",4
"2919",NA
"2920",2
"2921",2
"2922",2
"2923",NA
"2924",3.25
"2925",1.75
"2926",NA
"2927",2.25
"2928",3.25
"2929",1.33333333333333
"2930",NA
"2931",NA
"2932",4
"2933",3.75
"2934",NA
"2935",2.5
"2936",3.5
"2937",3.5
"2938",1.25
"2939",3.75
"2940",3.75
"2941",2.75
"2942",3
"2943",3
"2944",3
"2945",NA
"2946",4
"2947",2.5
"2948",NA
"2949",NA
"2950",NA
"2951",2.75
"2952",3.33333333333333
"2953",4
"2954",NA
"2955",3.25
"2956",1.75
"2957",3
"2958",NA
"2959",3.5
"2960",2.5
"2961",3
"2962",NA
"2963",3.5
"2964",NA
"2965",NA
"2966",NA
"2967",3
"2968",3
"2969",3
"2970",3.75
"2971",3
"2972",2.5
"2973",NA
"2974",NA
"2975",3
"2976",2.25
"2977",NA
"2978",2.5
"2979",4
"2980",NA
"2981",2
"2982",2.75
"2983",2.25
"2984",NA
"2985",3
"2986",3.75
"2987",NA
"2988",NA
"2989",3.25
"2990",2
"2991",2.5
"2992",2
"2993",3
"2994",2.75
"2995",3
"2996",NA
"2997",3.5
"2998",3.25
"2999",2.5
"3000",2.5
"3001",2.75
"3002",4
"3003",NA
"3004",2.75
"3005",NA
"3006",4
"3007",3.66666666666667
"3008",4
"3009",2.75
"3010",3.5
"3011",2.75
"3012",NA
"3013",NA
"3014",NA
"3015",NA
"3016",NA
"3017",NA
"3018",3.25
"3019",NA
"3020",3.25
"3021",3
"3022",2.5
"3023",NA
"3024",NA
"3025",NA
"3026",NA
"3027",NA
"3028",NA
"3029",NA
"3030",NA
"3031",2.33333333333333
"3032",3.5
"3033",3.33333333333333
"3034",1.75
"3035",3
"3036",NA
"3037",2.5
"3038",NA
"3039",3
"3040",3
"3041",3.5
"3042",NA
"3043",2
"3044",2.75
"3045",2
"3046",3.5
"3047",4
"3048",NA
"3049",3.25
"3050",3
"3051",3.75
"3052",1.25
"3053",2
"3054",4
"3055",4
"3056",2.25
"3057",2.75
"3058",3.5
"3059",2.25
"3060",NA
"3061",3
"3062",NA
"3063",NA
"3064",NA
"3065",2.5
"3066",NA
"3067",2.75
"3068",2.75
"3069",3
"3070",3.75
"3071",2.75
"3072",NA
"3073",NA
"3074",2.5
"3075",NA
"3076",NA
"3077",3
"3078",1
"3079",1.5
"3080",2.5
"3081",3.75
"3082",NA
"3083",NA
"3084",NA
"3085",2.25
"3086",4
"3087",2.25
"3088",3.5
"3089",3
"3090",3.25
"3091",2.5
"3092",2.33333333333333
"3093",1.5
"3094",NA
"3095",3
"3096",2.66666666666667
"3097",2.5
"3098",NA
"3099",3
"3100",3
"3101",NA
"3102",NA
"3103",3.75
"3104",2.75
"3105",4
"3106",NA
"3107",NA
"3108",2.75
"3109",NA
"3110",2.75
"3111",2.75
"3112",3.5
"3113",3
"3114",3
"3115",2.25
"3116",3.25
"3117",NA
"3118",2.5
"3119",1.75
"3120",3.5
"3121",3
"3122",2.75
"3123",NA
"3124",1.75
"3125",NA
"3126",1.75
"3127",NA
"3128",NA
"3129",NA
"3130",NA
"3131",3
"3132",NA
"3133",NA
"3134",NA
"3135",2.75
"3136",2.5
"3137",3
"3138",1.25
"3139",2.33333333333333
"3140",3.25
"3141",2.66666666666667
"3142",3.33333333333333
"3143",NA
"3144",3
"3145",3.75
"3146",3.75
"3147",1.66666666666667
"3148",1.66666666666667
"3149",2.33333333333333
"3150",2
"3151",2.75
"3152",2.5
"3153",NA
"3154",2.25
"3155",2.75
"3156",3.25
"3157",2.5
"3158",1.75
"3159",2.33333333333333
"3160",NA
"3161",NA
"3162",3
"3163",NA
"3164",NA
"3165",NA
"3166",3.5
"3167",3
"3168",NA
"3169",NA
"3170",3
"3171",3.5
"3172",NA
"3173",NA
"3174",3.25
"3175",NA
"3176",4
"3177",2.75
"3178",NA
"3179",NA
"3180",1.75
"3181",2.5
"3182",NA
"3183",2
"3184",2.75
"3185",2.75
"3186",3.75
"3187",4
"3188",3
"3189",3.25
"3190",1.75
"3191",NA
"3192",2.5
"3193",NA
"3194",NA
"3195",3.75
"3196",NA
"3197",1.25
"3198",3
"3199",3.25
"3200",3.5
"3201",NA
"3202",3
"3203",1
"3204",2.5
"3205",NA
"3206",2.25
"3207",NA
"3208",3.66666666666667
"3209",3.25
"3210",2.5
"3211",1.75
"3212",2.75
"3213",3.25
"3214",NA
"3215",2.66666666666667
"3216",3.25
"3217",2.25
"3218",3
"3219",NA
"3220",2.5
"3221",NA
"3222",2.5
"3223",NA
"3224",1.33333333333333
"3225",3
"3226",NA
"3227",3.33333333333333
"3228",3.66666666666667
"3229",3.5
"3230",NA
"3231",2.5
"3232",3
"3233",3.25
"3234",1.75
"3235",NA
"3236",2.5
"3237",3.75
"3238",2.75
"3239",3
"3240",3.66666666666667
"3241",NA
"3242",2.75
"3243",2.25
"3244",2.5
"3245",2.5
"3246",3.25
"3247",4
"3248",3
"3249",2.25
"3250",NA
"3251",NA
"3252",NA
"3253",2.5
"3254",3
"3255",NA
"3256",3.5
