"idnum","hs_avg_score"
"3257",NA
"3258",NA
"3259",2.25
"3260",4
"3261",NA
"3262",NA
"3263",3.25
"3264",3
"3265",NA
"3266",3.25
"3267",NA
"3268",2.75
"3269",2.5
"3270",1.5
"3271",3.75
"3272",3.33333333333333
"3273",NA
"3274",3.25
"3275",NA
"3276",1
"3277",NA
"3278",NA
"3279",2
"3280",2.5
"3281",2.66666666666667
"3282",1.75
"3283",NA
"3284",NA
"3285",2
"3286",NA
"3287",NA
"3288",3.25
"3289",4
"3290",3.25
"3291",2.25
"3292",2.75
"3293",3.25
"3294",2.66666666666667
"3295",1.75
"3296",2.25
"3297",NA
"3298",NA
"3299",3.25
"3300",3
"3301",NA
"3302",2.5
"3303",3.25
"3304",NA
"3305",3.75
"3306",NA
"3307",3
"3308",NA
"3309",NA
"3310",2.66666666666667
"3311",NA
"3312",NA
"3313",3.5
"3314",NA
"3315",3
"3316",3.25
"3317",2.75
"3318",3
"3319",NA
"3320",2.66666666666667
"3321",3
"3322",4
"3323",NA
"3324",3.5
"3325",3.33333333333333
"3326",3.5
"3327",1.25
"3328",2.25
"3329",3.75
"3330",NA
"3331",2.25
"3332",2.25
"3333",NA
"3334",3.75
"3335",NA
"3336",4
"3337",NA
"3338",NA
"3339",NA
"3340",2.75
"3341",2.75
"3342",NA
"3343",3
"3344",2.75
"3345",2.5
"3346",3
"3347",3
"3348",2.5
"3349",4
"3350",3.25
"3351",4
"3352",3.33333333333333
"3353",2.5
"3354",1
"3355",NA
"3356",1.75
"3357",4
"3358",3.5
"3359",1.75
"3360",2.25
"3361",3
"3362",3
"3363",NA
"3364",4
"3365",NA
"3366",2
"3367",NA
"3368",NA
"3369",NA
"3370",3
"3371",NA
"3372",3.25
"3373",NA
"3374",3.5
"3375",3.25
"3376",NA
"3377",3.25
"3378",NA
"3379",2.25
"3380",1
"3381",3
"3382",3
"3383",3
"3384",3.25
"3385",2.75
"3386",3.5
"3387",NA
"3388",NA
"3389",2.66666666666667
"3390",1.75
"3391",3.5
"3392",NA
"3393",2.5
"3394",NA
"3395",3.5
"3396",3.5
"3397",3.5
"3398",2.75
"3399",3.25
"3400",3.5
"3401",2.75
"3402",NA
"3403",NA
"3404",NA
"3405",3
"3406",1.75
"3407",3.25
"3408",2.75
"3409",3.33333333333333
"3410",NA
"3411",3.5
"3412",1.75
"3413",NA
"3414",3.75
"3415",3.25
"3416",2.75
"3417",2.25
"3418",3.75
"3419",3
"3420",3.5
"3421",3.25
"3422",3.75
"3423",2.75
"3424",3
"3425",2.25
"3426",NA
"3427",NA
"3428",NA
"3429",3
"3430",2.75
"3431",3.25
"3432",NA
"3433",3.5
"3434",NA
"3435",3
"3436",3.25
"3437",3
"3438",3
"3439",NA
"3440",NA
"3441",NA
"3442",2.5
"3443",1.5
"3444",2.75
"3445",3.25
"3446",2.5
"3447",2.75
"3448",3.66666666666667
"3449",3
"3450",2.5
"3451",3.75
"3452",3.25
"3453",2.75
"3454",3
"3455",2
"3456",3.25
"3457",3.5
"3458",2.25
"3459",2.75
"3460",3.25
"3461",4
"3462",NA
"3463",2
"3464",2.25
"3465",NA
"3466",2.75
"3467",NA
"3468",2.25
"3469",3.5
"3470",2.5
"3471",2.5
"3472",3
"3473",NA
"3474",3
"3475",3
"3476",NA
"3477",4
"3478",NA
"3479",1.75
"3480",3.75
"3481",NA
"3482",1.5
"3483",3
"3484",3
"3485",3
"3486",NA
"3487",3
"3488",NA
"3489",NA
"3490",3.25
"3491",2.75
"3492",NA
"3493",NA
"3494",3
"3495",2
"3496",NA
"3497",NA
"3498",4
"3499",NA
"3500",2.75
"3501",NA
"3502",3.75
"3503",2.33333333333333
"3504",NA
"3505",3.25
"3506",2.25
"3507",NA
"3508",2.5
"3509",NA
"3510",3.25
"3511",NA
"3512",NA
"3513",3.5
"3514",3
"3515",NA
"3516",3.75
"3517",3.5
"3518",4
"3519",3.5
"3520",NA
"3521",NA
"3522",2.25
"3523",2.25
"3524",2.25
"3525",3
"3526",NA
"3527",2.75
"3528",3.5
"3529",2
"3530",NA
"3531",3
"3532",2.33333333333333
"3533",3.5
"3534",2.5
"3535",2
"3536",NA
"3537",2.75
"3538",3
"3539",3.25
"3540",3
"3541",2
"3542",NA
"3543",3
"3544",3
"3545",2
"3546",2
"3547",NA
"3548",4
"3549",3.5
"3550",3.25
"3551",3.5
"3552",2.75
"3553",2
"3554",NA
"3555",NA
"3556",NA
"3557",1.5
"3558",3.25
"3559",2.66666666666667
"3560",2.25
"3561",2.75
"3562",4
"3563",3.66666666666667
"3564",NA
"3565",2.33333333333333
"3566",NA
"3567",2.75
"3568",2.5
"3569",3
"3570",2.25
"3571",4
"3572",NA
"3573",3.25
"3574",2.5
"3575",NA
"3576",3.5
"3577",3.25
"3578",3.25
"3579",2.25
"3580",2.25
"3581",3.75
"3582",3
"3583",2
"3584",1.75
"3585",2.5
"3586",2.5
"3587",2.5
"3588",3.5
"3589",3
"3590",2.5
"3591",2
"3592",2.5
"3593",3
"3594",3.5
"3595",3.75
"3596",NA
"3597",NA
"3598",3.75
"3599",NA
"3600",3.25
"3601",3
"3602",3.25
"3603",1
"3604",3
"3605",3.5
"3606",NA
"3607",3.25
"3608",NA
"3609",NA
"3610",NA
"3611",NA
"3612",3.25
"3613",NA
"3614",2.25
"3615",NA
"3616",2.75
"3617",NA
"3618",2.25
"3619",NA
"3620",3.75
"3621",2.5
"3622",4
"3623",3.5
"3624",3.25
"3625",NA
"3626",2.5
"3627",1.66666666666667
"3628",NA
"3629",2.5
"3630",3.25
"3631",1.5
"3632",NA
"3633",3
"3634",3
"3635",2.25
"3636",2.25
"3637",2.75
"3638",NA
"3639",1.75
"3640",3.5
"3641",NA
"3642",2.75
"3643",2.25
"3644",NA
"3645",NA
"3646",2
"3647",2.25
"3648",3.25
"3649",2.75
"3650",2
"3651",3
"3652",3.75
"3653",1.75
"3654",NA
"3655",3.5
"3656",3
"3657",3
"3658",3.75
"3659",2.25
"3660",3.75
"3661",2.25
"3662",NA
"3663",3.5
"3664",2.75
"3665",NA
"3666",2.66666666666667
"3667",2.66666666666667
"3668",2.75
"3669",2.75
"3670",NA
"3671",2.5
"3672",NA
"3673",NA
"3674",NA
"3675",2.33333333333333
"3676",2.75
"3677",3.75
"3678",3.5
"3679",NA
"3680",3
"3681",2.25
"3682",NA
"3683",3
"3684",3.25
"3685",NA
"3686",3.5
"3687",3.25
"3688",3.5
"3689",3.5
"3690",4
"3691",2
"3692",2.75
"3693",2.25
"3694",2.33333333333333
"3695",1.75
"3696",NA
"3697",NA
"3698",NA
"3699",2.75
"3700",2.66666666666667
"3701",2.25
"3702",3.5
"3703",1.75
"3704",3.33333333333333
"3705",3.75
"3706",NA
"3707",3
"3708",2.25
"3709",2.5
"3710",2.75
"3711",2.75
"3712",2.5
"3713",3.5
"3714",3.75
"3715",1.75
"3716",NA
"3717",NA
"3718",3.75
"3719",3
"3720",NA
"3721",4
"3722",3
"3723",NA
"3724",2.25
"3725",2.75
"3726",3.33333333333333
"3727",2
"3728",3.5
"3729",NA
"3730",2.75
"3731",2.25
"3732",NA
"3733",NA
"3734",2.5
"3735",3.33333333333333
"3736",3.25
"3737",2.5
"3738",4
"3739",3.5
"3740",2
"3741",2.25
"3742",2.25
"3743",3.25
"3744",NA
"3745",3
"3746",NA
"3747",3.25
"3748",NA
"3749",3.75
"3750",2.33333333333333
"3751",3.25
"3752",2
"3753",2.75
"3754",NA
"3755",2.75
"3756",2
"3757",2.75
"3758",2.75
"3759",2
"3760",NA
"3761",3
"3762",3
"3763",2
"3764",2
"3765",NA
"3766",3.5
"3767",4
"3768",2.5
"3769",2.75
"3770",3.75
"3771",2.75
"3772",NA
"3773",NA
"3774",NA
"3775",NA
"3776",1.75
"3777",NA
"3778",2.25
"3779",NA
"3780",NA
"3781",2.75
"3782",NA
"3783",2.5
"3784",3.25
"3785",NA
"3786",NA
"3787",3.25
"3788",3.5
"3789",3.66666666666667
"3790",2.33333333333333
"3791",1.75
"3792",NA
"3793",3.25
"3794",3
"3795",NA
"3796",NA
"3797",3.25
"3798",2.75
"3799",NA
"3800",3.5
"3801",NA
"3802",4
"3803",NA
"3804",3.25
"3805",3.75
"3806",NA
"3807",4
"3808",NA
"3809",3
"3810",2.5
"3811",NA
"3812",3.5
"3813",3.5
"3814",NA
"3815",NA
"3816",2.75
"3817",3.25
"3818",NA
"3819",3.25
"3820",1.75
"3821",2.5
"3822",NA
"3823",1.75
"3824",NA
"3825",NA
"3826",1.5
"3827",NA
"3828",2.75
"3829",3
"3830",NA
"3831",2
"3832",2.75
"3833",3.75
"3834",3.25
"3835",1.5
"3836",3.25
"3837",NA
"3838",2.75
"3839",3.25
"3840",3.25
"3841",3.5
"3842",NA
"3843",2
"3844",2.25
"3845",3
"3846",2.33333333333333
"3847",NA
"3848",3
"3849",NA
"3850",2
"3851",2.75
"3852",2.75
"3853",NA
"3854",3.5
"3855",2.75
"3856",2
"3857",2.75
"3858",NA
"3859",NA
"3860",3.5
"3861",3
"3862",2.75
"3863",4
"3864",3
"3865",3
"3866",2
"3867",2.5
"3868",NA
"3869",3.25
"3870",NA
"3871",NA
"3872",3.5
"3873",2.25
"3874",2.25
"3875",2.75
"3876",4
"3877",3
"3878",3.75
"3879",3
"3880",3.75
"3881",NA
"3882",3
"3883",2.33333333333333
"3884",NA
"3885",3.25
"3886",NA
"3887",2.25
"3888",2.75
"3889",3.5
"3890",1.75
"3891",3.5
"3892",3.25
"3893",NA
"3894",3.5
"3895",NA
"3896",NA
"3897",NA
"3898",NA
"3899",NA
"3900",NA
"3901",2.75
"3902",4
"3903",NA
"3904",2.5
"3905",4
"3906",1.75
"3907",NA
"3908",3.75
"3909",3
"3910",3.5
"3911",NA
"3912",3.25
"3913",1.25
"3914",3.25
"3915",4
"3916",2
"3917",3
"3918",NA
"3919",3.25
"3920",2
"3921",2.25
"3922",3.25
"3923",3.75
"3924",NA
"3925",3.25
"3926",NA
"3927",NA
"3928",2.5
"3929",2.75
"3930",1.75
"3931",3.5
"3932",2.25
"3933",2.5
"3934",1.5
"3935",2.66666666666667
"3936",4
"3937",NA
"3938",NA
"3939",3.75
"3940",2
"3941",2.25
"3942",1.5
"3943",NA
"3944",3.5
"3945",2.75
"3946",3
"3947",NA
"3948",1.66666666666667
"3949",NA
"3950",3.5
"3951",4
"3952",3.5
"3953",2.5
"3954",NA
"3955",NA
"3956",NA
"3957",4
"3958",2.25
"3959",4
"3960",NA
"3961",2
"3962",2.75
"3963",2.75
"3964",3
"3965",3
"3966",3
"3967",NA
"3968",1.75
"3969",NA
"3970",2.5
"3971",2.75
"3972",3.66666666666667
"3973",NA
"3974",NA
"3975",1.5
"3976",2.66666666666667
"3977",2.25
"3978",3.25
"3979",2
"3980",3
"3981",NA
"3982",NA
"3983",2.5
"3984",2.75
"3985",NA
"3986",NA
"3987",2
"3988",NA
"3989",2.5
"3990",2.75
"3991",2.25
"3992",2.5
"3993",NA
"3994",2.75
"3995",1.75
"3996",2.66666666666667
"3997",4
"3998",3
"3999",NA
"4000",NA
"4001",3
"4002",2.75
"4003",1.25
"4004",3
"4005",3
"4006",2
"4007",2.5
"4008",2
"4009",NA
"4010",NA
"4011",2.75
"4012",NA
"4013",3.25
"4014",2
"4015",3.5
"4016",2.25
"4017",2.75
"4018",2.25
"4019",2.75
"4020",3.25
"4021",3.25
"4022",3.33333333333333
"4023",NA
"4024",1
"4025",2.25
"4026",3.25
"4027",1.5
"4028",NA
"4029",NA
"4030",2
"4031",3.25
"4032",2.75
"4033",2
"4034",4
"4035",NA
"4036",3
"4037",NA
"4038",3.25
"4039",2.5
"4040",3
"4041",3.25
"4042",3.75
"4043",3
"4044",2.75
"4045",NA
"4046",NA
"4047",NA
"4048",NA
"4049",4
"4050",3
"4051",3.25
"4052",3
"4053",2
"4054",2.75
"4055",4
"4056",NA
"4057",3.5
"4058",2.5
"4059",3
"4060",2.25
"4061",3.5
"4062",2.25
"4063",2.5
"4064",NA
"4065",1.5
"4066",1.5
"4067",2
"4068",3.25
"4069",1.75
"4070",NA
"4071",NA
"4072",2.25
"4073",3
"4074",3
"4075",NA
"4076",2.5
"4077",NA
"4078",NA
"4079",1.5
"4080",2.66666666666667
"4081",NA
"4082",4
"4083",3.66666666666667
"4084",NA
"4085",2.5
"4086",3
"4087",3
"4088",2
"4089",3
"4090",4
"4091",2.5
"4092",NA
"4093",2.25
"4094",NA
"4095",4
"4096",2.75
"4097",1.75
"4098",3.5
"4099",4
"4100",NA
"4101",2.75
"4102",3.5
"4103",NA
"4104",NA
"4105",NA
"4106",4
"4107",2.33333333333333
"4108",3.25
"4109",NA
"4110",NA
"4111",3.25
"4112",3
"4113",2
"4114",3
"4115",NA
"4116",2.25
"4117",2.75
"4118",2.5
"4119",3
"4120",4
"4121",2
"4122",3.25
"4123",3
"4124",NA
"4125",4
"4126",NA
"4127",NA
"4128",NA
"4129",2.25
"4130",2.5
"4131",2.5
"4132",2
"4133",NA
"4134",NA
"4135",2.66666666666667
"4136",NA
"4137",1.75
"4138",NA
"4139",2.33333333333333
"4140",2.75
"4141",NA
"4142",2.25
"4143",1.75
"4144",1.5
"4145",3.5
"4146",3.25
"4147",3
"4148",NA
"4149",NA
"4150",3
"4151",NA
"4152",NA
"4153",NA
"4154",3.33333333333333
"4155",3
"4156",3.5
"4157",NA
"4158",NA
"4159",3
"4160",2.75
"4161",NA
"4162",2.25
"4163",NA
"4164",3.25
"4165",1.75
"4166",NA
"4167",3
"4168",2.25
"4169",3
"4170",2.5
"4171",2.25
"4172",3
"4173",NA
"4174",2.5
"4175",1.66666666666667
"4176",3
"4177",3
"4178",4
"4179",3.5
"4180",NA
"4181",NA
"4182",2.75
"4183",3
"4184",NA
"4185",4
"4186",NA
"4187",3.75
"4188",3.5
"4189",4
"4190",NA
"4191",NA
"4192",1.5
"4193",NA
"4194",3.25
"4195",NA
"4196",NA
"4197",NA
"4198",2.75
"4199",3.75
"4200",NA
"4201",NA
"4202",NA
"4203",3
"4204",NA
"4205",NA
"4206",NA
"4207",3.25
"4208",3.75
"4209",3.5
"4210",NA
"4211",2
"4212",3.25
"4213",NA
"4214",2.25
"4215",NA
"4216",2.75
"4217",2.5
"4218",2.5
"4219",NA
"4220",3
"4221",3.25
"4222",3.33333333333333
"4223",2
"4224",2.5
"4225",2.5
"4226",2.75
"4227",NA
"4228",2.5
"4229",2.66666666666667
"4230",3
"4231",2.66666666666667
"4232",1.75
"4233",3
"4234",NA
"4235",4
"4236",2.5
"4237",NA
"4238",2
"4239",3.25
"4240",3.5
"4241",4
"4242",NA
"4243",NA
"4244",2.25
"4245",NA
"4246",2.33333333333333
"4247",3.25
"4248",2
"4249",3.5
"4250",NA
"4251",2.5
"4252",1.66666666666667
"4253",2.5
"4254",NA
"4255",2.5
"4256",2
"4257",NA
"4258",NA
"4259",2
"4260",3.25
"4261",3
"4262",2
"4263",2.5
"4264",3.5
"4265",3.75
"4266",3
"4267",NA
"4268",NA
"4269",2.75
"4270",2
"4271",2
"4272",1.5
"4273",NA
"4274",NA
"4275",3.5
"4276",3.75
"4277",2
"4278",2.75
"4279",3
"4280",4
"4281",NA
"4282",2.5
"4283",NA
"4284",NA
"4285",3.25
"4286",2.5
"4287",3.25
"4288",2.75
"4289",NA
"4290",2.66666666666667
"4291",3
"4292",NA
"4293",2.5
"4294",NA
"4295",4
"4296",1.75
"4297",NA
"4298",4
"4299",3
"4300",3.33333333333333
"4301",3.25
"4302",NA
"4303",1.5
"4304",NA
"4305",NA
"4306",3.75
"4307",2.25
"4308",NA
"4309",2.5
"4310",NA
"4311",3.75
"4312",2
"4313",2.5
"4314",NA
"4315",NA
"4316",2.75
"4317",NA
"4318",2
"4319",2.66666666666667
"4320",NA
"4321",3.25
"4322",NA
"4323",NA
"4324",3.75
"4325",2.25
"4326",3.25
"4327",3.25
"4328",1.75
"4329",NA
"4330",3.25
"4331",2
"4332",1.75
"4333",2.75
"4334",3.75
"4335",2.75
"4336",2
"4337",2
"4338",NA
"4339",3.66666666666667
"4340",NA
"4341",3.25
"4342",NA
"4343",NA
"4344",NA
"4345",NA
"4346",2.5
"4347",3.5
"4348",NA
"4349",3
"4350",3.25
"4351",3.5
"4352",NA
"4353",NA
"4354",2.5
"4355",3.25
"4356",2.75
"4357",2.5
"4358",2.25
"4359",2.25
"4360",2.75
"4361",NA
"4362",2
"4363",NA
"4364",NA
"4365",NA
"4366",2.75
"4367",2
"4368",2.75
"4369",NA
"4370",3
"4371",2
"4372",NA
"4373",NA
"4374",3.5
"4375",3.75
"4376",3.75
"4377",NA
"4378",3
"4379",2.75
"4380",3
"4381",NA
"4382",NA
"4383",3
"4384",2.25
"4385",3.75
"4386",3.25
"4387",3.25
"4388",3.25
"4389",3.5
"4390",2.75
"4391",2.5
"4392",3
"4393",NA
"4394",2.25
"4395",2.75
"4396",2.25
"4397",2.25
"4398",3.75
"4399",2.5
"4400",NA
"4401",3.75
"4402",3
"4403",3
"4404",3
"4405",2.75
"4406",3.5
"4407",3.5
"4408",NA
"4409",NA
"4410",3
"4411",3.5
"4412",NA
"4413",2.5
"4414",NA
"4415",2
"4416",NA
"4417",1.66666666666667
"4418",3
"4419",NA
"4420",3.5
"4421",NA
"4422",2.5
"4423",1.33333333333333
"4424",NA
"4425",2.75
"4426",2.5
"4427",3.75
"4428",3.75
"4429",NA
"4430",NA
"4431",3.5
"4432",3
"4433",1
"4434",NA
"4435",NA
"4436",3.75
"4437",2.75
"4438",3
"4439",NA
"4440",2.25
"4441",3.5
"4442",2.75
"4443",3
"4444",NA
"4445",3.5
"4446",3.5
"4447",2.5
"4448",NA
"4449",NA
"4450",NA
"4451",NA
"4452",NA
"4453",1.25
"4454",3.5
"4455",NA
"4456",2.75
"4457",1.75
"4458",NA
"4459",3.33333333333333
"4460",2.75
"4461",3
"4462",3.25
"4463",1
"4464",2.75
"4465",2.75
"4466",4
"4467",2.25
"4468",2.25
"4469",2.5
"4470",2.66666666666667
"4471",3
"4472",3.25
"4473",NA
"4474",2.75
"4475",3.25
"4476",NA
"4477",3.5
"4478",3.25
"4479",2.75
"4480",2.5
"4481",2.75
"4482",4
"4483",NA
"4484",2
"4485",2.75
"4486",3.25
"4487",3.25
"4488",3.5
"4489",NA
"4490",NA
"4491",3.5
"4492",NA
"4493",3.75
"4494",4
"4495",NA
"4496",3.5
"4497",3.75
"4498",3.5
"4499",NA
"4500",2.75
"4501",2.5
"4502",NA
"4503",NA
"4504",3.5
"4505",3
"4506",NA
"4507",4
"4508",3.5
"4509",1
"4510",NA
"4511",NA
"4512",NA
"4513",2.5
"4514",NA
"4515",2.5
"4516",NA
"4517",NA
"4518",2.25
"4519",1.75
"4520",NA
"4521",3
"4522",1.75
"4523",NA
"4524",3.5
"4525",4
"4526",NA
"4527",2.5
"4528",2
"4529",NA
"4530",3
"4531",NA
"4532",2.5
"4533",NA
"4534",3.5
"4535",NA
"4536",3
"4537",1
"4538",3.75
"4539",NA
"4540",NA
"4541",NA
"4542",2
"4543",2.75
"4544",2.5
"4545",3.5
"4546",3.75
"4547",NA
"4548",2.33333333333333
"4549",NA
"4550",3
"4551",3.25
"4552",3
"4553",3.5
"4554",4
"4555",2.5
"4556",NA
"4557",3.75
"4558",3.5
"4559",NA
"4560",3
"4561",2.5
"4562",NA
"4563",NA
"4564",2.33333333333333
"4565",NA
"4566",3
"4567",NA
"4568",2.75
"4569",2.75
"4570",NA
"4571",3.75
"4572",3.66666666666667
"4573",2.5
"4574",NA
"4575",NA
"4576",2
"4577",NA
"4578",NA
"4579",3.25
"4580",3.66666666666667
"4581",3.25
"4582",3
"4583",NA
"4584",NA
"4585",4
"4586",1.5
"4587",2
"4588",3
"4589",2.33333333333333
"4590",NA
"4591",3
"4592",2.25
"4593",3.75
"4594",2.25
"4595",NA
"4596",3.5
"4597",2.75
"4598",3.75
"4599",NA
"4600",3.5
"4601",2.25
"4602",3.33333333333333
"4603",2
"4604",3.5
"4605",NA
"4606",2.66666666666667
"4607",3.66666666666667
"4608",NA
"4609",2.75
"4610",3.25
"4611",2.75
"4612",3.25
"4613",1.5
"4614",1.33333333333333
"4615",3.25
"4616",1.33333333333333
"4617",NA
"4618",3
"4619",2.25
"4620",NA
"4621",3.5
"4622",2.5
"4623",2.75
"4624",3.5
"4625",3.5
"4626",2.33333333333333
"4627",3
"4628",3.25
"4629",2.5
"4630",1.5
"4631",3
"4632",NA
"4633",2
"4634",1.5
"4635",NA
"4636",2.5
"4637",3.25
"4638",3
"4639",NA
"4640",NA
"4641",2.5
"4642",NA
"4643",2.25
"4644",3.5
"4645",NA
"4646",NA
"4647",3.75
"4648",NA
"4649",NA
"4650",2
"4651",2.25
"4652",NA
"4653",3.75
"4654",2.75
"4655",3
"4656",2.33333333333333
"4657",NA
"4658",2.75
"4659",1.5
"4660",3.25
"4661",NA
"4662",NA
"4663",1.66666666666667
"4664",2.25
"4665",3
"4666",NA
"4667",NA
"4668",NA
"4669",3.5
"4670",3.5
"4671",2.5
"4672",NA
"4673",3
"4674",NA
"4675",3.75
"4676",3
"4677",NA
"4678",3.5
"4679",2.5
"4680",3.25
"4681",1.25
"4682",2.33333333333333
"4683",3
"4684",3.5
"4685",NA
"4686",NA
"4687",2.25
"4688",3.33333333333333
"4689",1.33333333333333
"4690",NA
"4691",3.5
"4692",NA
"4693",3.5
"4694",2.75
"4695",2
"4696",2.25
"4697",NA
"4698",NA
"4699",2.5
"4700",NA
"4701",NA
"4702",3
"4703",3.5
"4704",NA
"4705",2.25
"4706",2.33333333333333
"4707",3.75
"4708",1
"4709",1
"4710",3.75
"4711",3
"4712",2.25
"4713",NA
"4714",NA
"4715",2.5
"4716",3
"4717",4
"4718",NA
"4719",NA
"4720",4
"4721",3.25
"4722",3
"4723",2.75
"4724",3.25
"4725",3.5
"4726",3
"4727",NA
"4728",3.5
"4729",NA
"4730",NA
"4731",NA
"4732",4
"4733",2.5
"4734",2
"4735",NA
"4736",3.5
"4737",4
"4738",NA
"4739",3
"4740",NA
"4741",1
"4742",NA
"4743",3
"4744",3.75
"4745",3
"4746",2
"4747",NA
"4748",NA
"4749",3.75
"4750",NA
"4751",NA
"4752",1.66666666666667
"4753",NA
"4754",3
"4755",3.75
"4756",2.25
"4757",2.66666666666667
"4758",3.5
"4759",2.25
"4760",3.25
"4761",NA
"4762",3.25
"4763",2.33333333333333
"4764",NA
"4765",2.5
"4766",NA
"4767",NA
"4768",NA
"4769",2.5
"4770",2.25
"4771",2.25
"4772",3
"4773",3.5
"4774",NA
"4775",2.25
"4776",NA
"4777",NA
"4778",NA
"4779",NA
"4780",4
"4781",2.25
"4782",2.5
"4783",4
"4784",NA
"4785",3
"4786",NA
"4787",NA
"4788",NA
"4789",3.5
"4790",2.75
"4791",2.33333333333333
"4792",3.75
"4793",2.25
"4794",NA
"4795",NA
"4796",NA
"4797",2.75
"4798",2
"4799",1.75
"4800",NA
"4801",2.5
"4802",NA
"4803",3.5
"4804",NA
"4805",3.25
"4806",2.33333333333333
"4807",3.33333333333333
"4808",NA
"4809",3.75
"4810",2
"4811",NA
"4812",NA
"4813",NA
"4814",3.25
"4815",3
"4816",NA
"4817",NA
"4818",NA
"4819",2.5
"4820",4
"4821",4
"4822",NA
"4823",3.25
"4824",NA
"4825",3.5
"4826",2
"4827",2.5
"4828",2.75
"4829",NA
"4830",NA
"4831",NA
"4832",3
"4833",2.25
"4834",3
"4835",2.75
"4836",2
"4837",2.25
"4838",3.25
"4839",NA
"4840",2.5
"4841",3.5
"4842",NA
"4843",NA
"4844",3.25
"4845",3
"4846",NA
"4847",NA
"4848",3.33333333333333
"4849",2.75
"4850",NA
"4851",4
"4852",3.75
"4853",NA
"4854",2.5
"4855",3.25
"4856",4
"4857",NA
"4858",NA
"4859",2.25
"4860",3.75
"4861",2
"4862",NA
"4863",3.5
"4864",3.25
"4865",3.75
"4866",2.25
"4867",3
"4868",NA
"4869",3
"4870",3
"4871",3.25
"4872",3.75
"4873",3.66666666666667
"4874",2
"4875",NA
"4876",3.75
"4877",2.25
"4878",3.75
"4879",2
"4880",3
"4881",NA
"4882",4
"4883",NA
"4884",2.5
"4885",3.25
"4886",2.5
"4887",2.5
"4888",3.25
"4889",NA
"4890",2.5
"4891",2.25
"4892",3
"4893",3.5
"4894",2
"4895",NA
"4896",2.75
"4897",2
"4898",NA
