"idnum","f_quit_w4","m_quit_w4"
"3673",NA,NA
"3674","no",NA
"3675",NA,NA
"3676",NA,NA
"3677",NA,NA
"3678",NA,NA
"3679",NA,NA
"3680",NA,NA
"3681",NA,NA
"3682",NA,NA
"3683",NA,NA
"3684",NA,NA
"3685",NA,NA
"3686",NA,NA
"3687",NA,NA
"3688",NA,NA
"3689",NA,NA
"3690",NA,NA
"3691",NA,NA
"3692",NA,"no"
"3693",NA,NA
"3694",NA,NA
"3695",NA,NA
"3696",NA,NA
"3697",NA,NA
"3698",NA,NA
"3699","no","no"
"3700","no","no"
"3701",NA,NA
"3702",NA,NA
"3703",NA,NA
"3704",NA,NA
"3705",NA,NA
"3706",NA,NA
"3707","no",NA
"3708",NA,NA
"3709",NA,NA
"3710",NA,NA
"3711",NA,"no"
"3712",NA,NA
"3713",NA,NA
"3714",NA,NA
"3715",NA,"no"
"3716",NA,NA
"3717",NA,NA
"3718",NA,NA
"3719",NA,NA
"3720",NA,NA
"3721",NA,NA
"3722",NA,NA
"3723",NA,NA
"3724",NA,NA
"3725",NA,NA
"3726",NA,NA
"3727",NA,NA
"3728",NA,NA
"3729",NA,NA
"3730",NA,NA
"3731",NA,NA
"3732",NA,NA
"3733",NA,NA
"3734",NA,NA
"3735",NA,NA
"3736",NA,NA
"3737","yes","no"
"3738","no",NA
"3739",NA,"no"
"3740",NA,"no"
"3741",NA,NA
"3742",NA,NA
"3743",NA,NA
"3744",NA,NA
"3745",NA,"no"
"3746",NA,NA
"3747",NA,NA
"3748",NA,NA
"3749",NA,NA
"3750",NA,NA
"3751",NA,NA
"3752",NA,NA
"3753",NA,NA
"3754",NA,NA
"3755",NA,NA
"3756",NA,NA
"3757",NA,NA
"3758",NA,NA
"3759",NA,NA
"3760",NA,NA
"3761",NA,NA
"3762",NA,NA
"3763",NA,NA
"3764",NA,NA
"3765",NA,NA
"3766",NA,NA
"3767",NA,NA
"3768",NA,"no"
"3769",NA,NA
"3770",NA,"no"
"3771",NA,NA
"3772",NA,NA
"3773",NA,NA
"3774",NA,NA
"3775",NA,NA
"3776",NA,NA
"3777",NA,NA
"3778",NA,NA
"3779",NA,NA
"3780",NA,NA
"3781",NA,NA
"3782",NA,NA
"3783",NA,NA
"3784",NA,NA
"3785",NA,NA
"3786",NA,NA
"3787",NA,NA
"3788",NA,NA
"3789",NA,NA
"3790",NA,NA
"3791",NA,NA
"3792",NA,NA
"3793",NA,NA
"3794",NA,NA
"3795",NA,NA
"3796",NA,NA
"3797",NA,NA
"3798",NA,"no"
"3799",NA,NA
"3800",NA,NA
"3801",NA,NA
"3802",NA,NA
"3803",NA,NA
"3804",NA,NA
"3805",NA,NA
"3806",NA,NA
"3807",NA,NA
"3808",NA,NA
"3809","no",NA
"3810",NA,NA
"3811",NA,NA
"3812",NA,NA
"3813",NA,"no"
"3814",NA,NA
"3815",NA,NA
"3816",NA,NA
"3817",NA,NA
"3818",NA,NA
"3819",NA,NA
"3820",NA,NA
"3821",NA,NA
"3822",NA,NA
"3823",NA,NA
"3824",NA,NA
"3825",NA,NA
"3826",NA,NA
"3827",NA,NA
"3828",NA,NA
"3829",NA,NA
"3830",NA,NA
"3831",NA,NA
"3832",NA,NA
"3833",NA,"yes"
"3834",NA,NA
"3835",NA,NA
"3836",NA,NA
"3837",NA,NA
"3838",NA,NA
"3839",NA,NA
"3840",NA,NA
"3841",NA,NA
"3842","no","no"
"3843",NA,NA
"3844",NA,NA
"3845",NA,NA
"3846",NA,NA
"3847",NA,NA
"3848",NA,NA
"3849",NA,NA
"3850",NA,NA
"3851",NA,NA
"3852",NA,NA
"3853",NA,NA
"3854",NA,NA
"3855",NA,"no"
"3856",NA,"no"
"3857",NA,NA
"3858",NA,NA
"3859",NA,NA
"3860",NA,NA
"3861",NA,NA
"3862",NA,NA
"3863",NA,NA
"3864",NA,NA
"3865",NA,NA
"3866",NA,NA
"3867",NA,NA
"3868",NA,NA
"3869",NA,NA
"3870",NA,NA
"3871",NA,NA
"3872",NA,NA
"3873",NA,NA
"3874",NA,NA
"3875",NA,NA
"3876",NA,NA
"3877",NA,NA
"3878",NA,NA
"3879",NA,NA
"3880",NA,NA
"3881",NA,NA
"3882",NA,NA
"3883",NA,NA
"3884",NA,NA
"3885",NA,NA
"3886",NA,"no"
"3887",NA,NA
"3888",NA,NA
"3889","no",NA
"3890","yes","no"
"3891",NA,NA
"3892",NA,NA
"3893",NA,NA
"3894",NA,NA
"3895",NA,NA
"3896",NA,NA
"3897",NA,NA
"3898",NA,NA
"3899",NA,NA
"3900",NA,NA
"3901",NA,NA
"3902",NA,"no"
"3903","no",NA
"3904",NA,NA
"3905",NA,NA
"3906",NA,NA
"3907",NA,NA
"3908",NA,NA
"3909",NA,NA
"3910",NA,NA
"3911",NA,NA
"3912",NA,NA
"3913",NA,NA
"3914",NA,NA
"3915",NA,NA
"3916",NA,NA
"3917",NA,NA
"3918",NA,NA
"3919",NA,NA
"3920",NA,NA
"3921",NA,NA
"3922",NA,"yes"
"3923",NA,NA
"3924",NA,NA
"3925",NA,NA
"3926",NA,NA
"3927",NA,NA
"3928",NA,NA
"3929",NA,NA
"3930",NA,NA
"3931",NA,NA
"3932",NA,NA
"3933",NA,NA
"3934",NA,"no"
"3935",NA,NA
"3936",NA,NA
"3937",NA,NA
"3938",NA,NA
"3939",NA,NA
"3940",NA,NA
"3941",NA,NA
"3942",NA,NA
"3943",NA,NA
"3944",NA,NA
"3945",NA,NA
"3946",NA,NA
"3947","no",NA
"3948",NA,NA
"3949",NA,NA
"3950",NA,NA
"3951",NA,NA
"3952",NA,NA
"3953",NA,NA
"3954",NA,NA
"3955",NA,NA
"3956",NA,NA
"3957",NA,NA
"3958",NA,NA
"3959",NA,NA
"3960",NA,NA
"3961",NA,NA
"3962",NA,NA
"3963",NA,NA
"3964",NA,NA
"3965",NA,NA
"3966",NA,NA
"3967",NA,NA
"3968",NA,NA
"3969",NA,NA
"3970",NA,"no"
"3971",NA,NA
"3972","no",NA
"3973",NA,NA
"3974",NA,NA
"3975","no",NA
"3976",NA,NA
"3977",NA,NA
"3978",NA,NA
"3979",NA,NA
"3980",NA,NA
"3981",NA,NA
"3982",NA,NA
"3983",NA,"no"
"3984",NA,NA
"3985",NA,NA
"3986",NA,NA
"3987",NA,NA
"3988",NA,NA
"3989",NA,NA
"3990",NA,NA
"3991",NA,NA
"3992",NA,NA
"3993",NA,NA
"3994",NA,NA
"3995",NA,NA
"3996",NA,NA
"3997",NA,NA
"3998",NA,NA
"3999",NA,NA
"4000",NA,NA
"4001",NA,NA
"4002",NA,NA
"4003",NA,NA
"4004",NA,NA
"4005",NA,NA
"4006",NA,NA
"4007",NA,NA
"4008",NA,NA
"4009","yes",NA
"4010",NA,NA
"4011",NA,"no"
"4012",NA,NA
"4013",NA,NA
"4014",NA,NA
"4015",NA,NA
"4016",NA,NA
"4017",NA,NA
"4018",NA,NA
"4019",NA,NA
"4020",NA,"no"
"4021",NA,NA
"4022",NA,NA
"4023","no",NA
"4024",NA,NA
"4025",NA,NA
"4026",NA,NA
"4027",NA,NA
"4028",NA,NA
"4029",NA,NA
"4030",NA,NA
"4031",NA,NA
"4032",NA,NA
"4033",NA,NA
"4034",NA,"no"
"4035",NA,NA
"4036",NA,NA
"4037",NA,NA
"4038",NA,NA
"4039",NA,NA
"4040",NA,NA
"4041",NA,NA
"4042",NA,NA
"4043",NA,NA
"4044",NA,NA
"4045",NA,NA
"4046",NA,NA
"4047",NA,NA
"4048",NA,NA
"4049",NA,NA
"4050",NA,NA
"4051",NA,NA
"4052",NA,NA
"4053",NA,NA
"4054",NA,NA
"4055",NA,NA
"4056",NA,NA
"4057",NA,NA
"4058",NA,NA
"4059",NA,NA
"4060","no",NA
"4061",NA,NA
"4062",NA,NA
"4063",NA,NA
"4064",NA,NA
"4065",NA,NA
"4066",NA,NA
"4067",NA,NA
"4068",NA,NA
"4069","no",NA
"4070","no",NA
"4071",NA,NA
"4072",NA,"no"
"4073",NA,NA
"4074",NA,NA
"4075",NA,NA
"4076",NA,NA
"4077",NA,NA
"4078",NA,NA
"4079",NA,NA
"4080",NA,NA
"4081",NA,NA
"4082",NA,NA
"4083",NA,NA
"4084",NA,NA
"4085",NA,"no"
"4086",NA,NA
"4087",NA,NA
"4088",NA,NA
"4089",NA,NA
"4090",NA,NA
"4091",NA,NA
"4092",NA,NA
"4093",NA,NA
"4094",NA,NA
"4095",NA,NA
"4096",NA,NA
"4097",NA,NA
"4098",NA,NA
"4099",NA,"no"
"4100",NA,NA
"4101","no",NA
"4102",NA,NA
"4103",NA,NA
"4104",NA,NA
"4105",NA,NA
"4106",NA,NA
"4107",NA,NA
"4108",NA,NA
"4109",NA,NA
"4110",NA,NA
"4111",NA,NA
"4112",NA,NA
"4113",NA,NA
"4114",NA,NA
"4115",NA,NA
"4116",NA,NA
"4117",NA,NA
"4118",NA,NA
"4119","no",NA
"4120",NA,NA
"4121",NA,NA
"4122",NA,NA
"4123",NA,NA
"4124",NA,NA
"4125",NA,NA
"4126",NA,NA
"4127",NA,NA
"4128",NA,NA
"4129",NA,NA
"4130",NA,NA
"4131",NA,NA
"4132",NA,NA
"4133",NA,NA
"4134",NA,NA
"4135",NA,NA
"4136",NA,NA
"4137",NA,NA
"4138",NA,NA
"4139",NA,NA
"4140",NA,NA
"4141",NA,NA
"4142",NA,NA
"4143",NA,NA
"4144",NA,NA
"4145",NA,NA
"4146",NA,NA
"4147",NA,NA
"4148",NA,NA
"4149",NA,"no"
"4150",NA,NA
"4151",NA,NA
"4152",NA,NA
"4153",NA,"yes"
"4154",NA,NA
"4155",NA,"no"
"4156",NA,NA
"4157",NA,NA
"4158",NA,NA
"4159",NA,NA
"4160",NA,NA
"4161",NA,NA
"4162",NA,NA
"4163",NA,NA
"4164",NA,NA
"4165",NA,NA
"4166",NA,NA
"4167",NA,NA
"4168",NA,NA
"4169",NA,NA
"4170",NA,NA
"4171",NA,NA
"4172",NA,NA
"4173","no",NA
"4174","no",NA
"4175",NA,NA
"4176","no",NA
"4177",NA,"yes"
"4178",NA,"yes"
"4179",NA,NA
"4180",NA,NA
"4181",NA,NA
"4182",NA,NA
"4183",NA,NA
"4184",NA,NA
"4185",NA,NA
"4186",NA,NA
"4187",NA,NA
"4188",NA,NA
"4189",NA,"no"
"4190",NA,NA
"4191",NA,"no"
"4192",NA,NA
"4193",NA,NA
"4194",NA,NA
"4195",NA,NA
"4196",NA,NA
"4197",NA,NA
"4198",NA,NA
"4199",NA,"no"
"4200","no","no"
"4201",NA,NA
"4202",NA,NA
"4203",NA,NA
"4204",NA,NA
"4205",NA,NA
"4206",NA,NA
"4207",NA,NA
"4208",NA,NA
"4209",NA,NA
"4210",NA,NA
"4211",NA,NA
"4212",NA,NA
"4213",NA,NA
"4214",NA,NA
"4215",NA,NA
"4216",NA,NA
"4217",NA,NA
"4218",NA,NA
"4219",NA,NA
"4220",NA,NA
"4221",NA,NA
"4222",NA,NA
"4223",NA,NA
"4224",NA,NA
"4225",NA,NA
"4226",NA,NA
"4227",NA,NA
"4228",NA,NA
"4229",NA,NA
"4230",NA,NA
"4231",NA,NA
"4232",NA,NA
"4233",NA,NA
"4234",NA,NA
"4235",NA,NA
"4236",NA,"yes"
"4237",NA,NA
"4238",NA,NA
"4239",NA,NA
"4240",NA,NA
"4241",NA,NA
"4242",NA,"no"
"4243","no",NA
"4244",NA,NA
"4245",NA,NA
"4246",NA,NA
"4247",NA,NA
"4248",NA,NA
"4249",NA,NA
"4250",NA,NA
"4251","no","no"
"4252","no",NA
"4253",NA,NA
"4254",NA,NA
"4255",NA,NA
"4256",NA,NA
"4257",NA,NA
"4258",NA,NA
"4259",NA,NA
"4260",NA,NA
"4261",NA,NA
"4262",NA,NA
"4263","no",NA
"4264",NA,NA
"4265",NA,NA
"4266",NA,NA
"4267",NA,NA
"4268",NA,NA
"4269",NA,NA
"4270",NA,NA
"4271",NA,NA
"4272",NA,NA
"4273",NA,NA
"4274",NA,NA
"4275",NA,NA
"4276",NA,NA
"4277",NA,NA
"4278",NA,NA
"4279",NA,NA
"4280",NA,NA
"4281",NA,NA
"4282",NA,NA
"4283",NA,NA
"4284",NA,NA
"4285",NA,NA
"4286",NA,NA
"4287",NA,"no"
"4288",NA,NA
"4289",NA,NA
"4290",NA,NA
"4291",NA,NA
"4292",NA,NA
"4293",NA,"yes"
"4294",NA,NA
"4295",NA,NA
"4296",NA,NA
"4297",NA,NA
"4298",NA,NA
"4299",NA,NA
"4300",NA,NA
"4301",NA,"no"
"4302",NA,NA
"4303",NA,NA
"4304",NA,NA
"4305",NA,NA
"4306",NA,NA
"4307",NA,NA
"4308",NA,NA
"4309",NA,NA
"4310",NA,NA
"4311",NA,NA
"4312",NA,NA
"4313",NA,NA
"4314",NA,NA
"4315",NA,NA
"4316",NA,NA
"4317",NA,NA
"4318",NA,NA
"4319",NA,NA
"4320",NA,NA
"4321","no",NA
"4322",NA,NA
"4323",NA,NA
"4324",NA,NA
"4325",NA,NA
"4326",NA,NA
"4327",NA,NA
"4328",NA,NA
"4329",NA,NA
"4330",NA,NA
"4331",NA,NA
"4332",NA,NA
"4333",NA,NA
"4334",NA,NA
"4335",NA,NA
"4336",NA,NA
"4337",NA,NA
"4338",NA,NA
"4339",NA,NA
"4340",NA,NA
"4341",NA,"no"
"4342",NA,NA
"4343",NA,NA
"4344",NA,NA
"4345",NA,NA
"4346",NA,NA
"4347",NA,NA
"4348",NA,NA
"4349","no",NA
"4350",NA,"no"
"4351",NA,NA
"4352",NA,NA
"4353",NA,NA
"4354",NA,NA
"4355",NA,NA
"4356",NA,NA
"4357","no",NA
"4358",NA,NA
"4359",NA,NA
"4360",NA,NA
"4361",NA,NA
"4362",NA,NA
"4363",NA,NA
"4364",NA,NA
"4365",NA,NA
"4366",NA,NA
"4367",NA,NA
"4368",NA,NA
"4369",NA,"no"
"4370",NA,NA
"4371",NA,NA
"4372",NA,NA
"4373",NA,NA
"4374","no","no"
"4375",NA,NA
"4376",NA,NA
"4377",NA,NA
"4378","no",NA
"4379",NA,NA
"4380",NA,NA
"4381",NA,NA
"4382",NA,NA
"4383",NA,NA
"4384",NA,NA
"4385",NA,NA
"4386",NA,NA
"4387",NA,NA
"4388",NA,NA
"4389",NA,"no"
"4390",NA,NA
"4391",NA,NA
"4392",NA,NA
"4393",NA,NA
"4394",NA,NA
"4395",NA,NA
"4396","no",NA
"4397",NA,NA
"4398",NA,NA
"4399",NA,NA
"4400",NA,NA
"4401",NA,NA
"4402",NA,NA
"4403",NA,NA
"4404",NA,NA
"4405",NA,NA
"4406",NA,NA
"4407",NA,"yes"
"4408",NA,NA
"4409",NA,NA
"4410",NA,NA
"4411",NA,NA
"4412",NA,NA
"4413",NA,NA
"4414",NA,NA
"4415",NA,NA
"4416",NA,NA
"4417",NA,NA
"4418","no",NA
"4419",NA,NA
"4420","no",NA
"4421",NA,NA
"4422","no",NA
"4423",NA,NA
"4424",NA,"no"
"4425",NA,NA
"4426",NA,NA
"4427",NA,NA
"4428",NA,NA
"4429",NA,NA
"4430",NA,NA
"4431",NA,NA
"4432",NA,NA
"4433",NA,NA
"4434",NA,NA
"4435",NA,NA
"4436",NA,NA
"4437",NA,"no"
"4438",NA,NA
"4439",NA,NA
"4440",NA,NA
"4441",NA,NA
"4442",NA,NA
"4443",NA,NA
"4444",NA,NA
"4445",NA,NA
"4446",NA,NA
"4447",NA,"yes"
"4448",NA,NA
"4449","no","no"
"4450","no",NA
"4451",NA,NA
"4452",NA,NA
"4453",NA,NA
"4454",NA,NA
"4455",NA,NA
"4456",NA,NA
"4457",NA,NA
"4458",NA,NA
"4459",NA,NA
"4460",NA,NA
"4461","no",NA
"4462",NA,NA
"4463",NA,NA
"4464",NA,NA
"4465",NA,NA
"4466",NA,NA
"4467",NA,NA
"4468",NA,NA
"4469",NA,NA
"4470",NA,NA
"4471",NA,NA
"4472",NA,"no"
"4473",NA,NA
"4474",NA,NA
"4475",NA,NA
"4476",NA,NA
"4477",NA,NA
"4478",NA,NA
"4479",NA,NA
"4480",NA,NA
"4481",NA,NA
"4482",NA,NA
"4483",NA,NA
"4484",NA,NA
"4485",NA,NA
"4486",NA,NA
"4487",NA,NA
"4488",NA,NA
"4489",NA,NA
"4490",NA,NA
"4491",NA,"no"
"4492",NA,NA
"4493",NA,"no"
"4494",NA,"no"
"4495",NA,NA
"4496",NA,"no"
"4497",NA,NA
"4498","no",NA
"4499",NA,NA
"4500",NA,NA
"4501",NA,NA
"4502",NA,NA
"4503",NA,NA
"4504",NA,NA
"4505",NA,NA
"4506",NA,NA
"4507","no","no"
"4508",NA,NA
"4509",NA,NA
"4510",NA,NA
"4511",NA,NA
"4512",NA,NA
"4513",NA,"no"
"4514",NA,NA
"4515",NA,NA
"4516",NA,NA
"4517",NA,NA
"4518",NA,NA
"4519",NA,NA
"4520",NA,NA
"4521",NA,NA
"4522",NA,NA
"4523",NA,NA
"4524",NA,NA
"4525",NA,NA
"4526",NA,NA
"4527",NA,NA
"4528",NA,NA
"4529",NA,NA
"4530","no","no"
"4531",NA,NA
"4532",NA,NA
"4533",NA,NA
"4534",NA,NA
"4535",NA,NA
"4536",NA,NA
"4537",NA,NA
"4538",NA,NA
"4539",NA,"no"
"4540",NA,NA
"4541",NA,NA
"4542",NA,NA
"4543",NA,NA
"4544",NA,NA
"4545",NA,NA
"4546",NA,"no"
"4547",NA,NA
"4548",NA,NA
"4549",NA,NA
"4550",NA,NA
"4551",NA,NA
"4552",NA,NA
"4553",NA,NA
"4554",NA,NA
"4555",NA,NA
"4556",NA,NA
"4557",NA,NA
"4558",NA,NA
"4559",NA,NA
"4560",NA,"no"
"4561",NA,NA
"4562",NA,NA
"4563",NA,NA
"4564",NA,NA
"4565",NA,"no"
"4566",NA,NA
"4567",NA,NA
"4568",NA,NA
"4569",NA,NA
"4570",NA,NA
"4571",NA,NA
"4572",NA,NA
"4573",NA,NA
"4574",NA,NA
"4575",NA,NA
"4576",NA,NA
"4577",NA,NA
"4578",NA,NA
"4579",NA,NA
"4580",NA,NA
"4581",NA,NA
"4582",NA,NA
"4583",NA,NA
"4584","no",NA
"4585",NA,NA
"4586",NA,"no"
"4587",NA,NA
"4588",NA,NA
"4589",NA,NA
"4590",NA,NA
"4591",NA,NA
"4592",NA,NA
"4593",NA,NA
"4594",NA,NA
"4595",NA,NA
"4596",NA,NA
"4597",NA,NA
"4598",NA,NA
"4599",NA,NA
"4600",NA,NA
"4601",NA,NA
"4602",NA,NA
"4603",NA,NA
"4604",NA,NA
"4605",NA,NA
"4606",NA,NA
"4607",NA,NA
"4608",NA,NA
"4609",NA,"no"
"4610",NA,NA
"4611",NA,NA
"4612",NA,NA
"4613",NA,NA
"4614",NA,NA
"4615",NA,NA
"4616",NA,NA
"4617",NA,NA
"4618",NA,NA
"4619",NA,NA
"4620",NA,NA
"4621",NA,NA
"4622","no",NA
"4623",NA,NA
"4624",NA,NA
"4625",NA,NA
"4626",NA,NA
"4627",NA,NA
"4628",NA,NA
"4629",NA,NA
"4630",NA,NA
"4631",NA,NA
"4632",NA,NA
"4633",NA,NA
"4634",NA,NA
"4635",NA,NA
"4636",NA,NA
"4637",NA,NA
"4638",NA,NA
"4639",NA,NA
"4640",NA,NA
"4641",NA,NA
"4642",NA,NA
"4643",NA,NA
"4644",NA,NA
"4645",NA,NA
"4646",NA,"no"
"4647",NA,NA
"4648",NA,NA
"4649",NA,NA
"4650",NA,NA
"4651",NA,NA
"4652",NA,NA
"4653",NA,NA
"4654",NA,NA
"4655",NA,NA
"4656",NA,NA
"4657",NA,NA
"4658",NA,NA
"4659",NA,NA
"4660",NA,NA
"4661","yes",NA
"4662",NA,NA
"4663",NA,"no"
"4664",NA,NA
"4665",NA,NA
"4666",NA,NA
"4667",NA,"yes"
"4668",NA,NA
"4669",NA,NA
"4670",NA,NA
"4671",NA,NA
"4672",NA,NA
"4673",NA,NA
"4674",NA,NA
"4675",NA,NA
"4676",NA,NA
"4677",NA,NA
"4678",NA,NA
"4679",NA,NA
"4680",NA,NA
"4681",NA,NA
"4682","no",NA
"4683",NA,NA
"4684",NA,NA
"4685",NA,NA
"4686",NA,NA
"4687",NA,NA
"4688","no",NA
"4689",NA,NA
"4690",NA,NA
"4691",NA,NA
"4692",NA,NA
"4693",NA,NA
"4694",NA,NA
"4695",NA,NA
"4696",NA,NA
"4697",NA,NA
"4698",NA,NA
"4699",NA,NA
"4700",NA,NA
"4701",NA,NA
"4702",NA,NA
"4703",NA,NA
"4704",NA,NA
"4705",NA,NA
"4706",NA,NA
"4707",NA,NA
"4708",NA,NA
"4709","no",NA
"4710",NA,NA
"4711",NA,NA
"4712",NA,NA
"4713",NA,NA
"4714",NA,NA
"4715",NA,NA
"4716",NA,NA
"4717",NA,NA
"4718",NA,NA
"4719",NA,NA
"4720",NA,NA
"4721",NA,"yes"
"4722",NA,NA
"4723",NA,NA
"4724",NA,NA
"4725",NA,NA
"4726",NA,NA
"4727",NA,NA
"4728","no","no"
"4729",NA,NA
"4730","no",NA
"4731",NA,NA
"4732",NA,NA
"4733",NA,NA
"4734",NA,NA
"4735",NA,NA
"4736",NA,NA
"4737",NA,NA
"4738",NA,NA
"4739","no",NA
"4740",NA,NA
"4741",NA,"no"
"4742",NA,NA
"4743",NA,NA
"4744",NA,NA
"4745",NA,NA
"4746",NA,NA
"4747",NA,NA
"4748",NA,NA
"4749","no",NA
"4750",NA,NA
"4751",NA,NA
"4752",NA,NA
"4753",NA,NA
"4754",NA,NA
"4755",NA,NA
"4756",NA,NA
"4757",NA,NA
"4758",NA,NA
"4759",NA,NA
"4760",NA,NA
"4761",NA,NA
"4762",NA,NA
"4763",NA,NA
"4764",NA,NA
"4765",NA,NA
"4766",NA,NA
"4767",NA,NA
"4768",NA,NA
"4769",NA,NA
"4770",NA,NA
"4771",NA,NA
"4772",NA,"no"
"4773",NA,NA
"4774",NA,NA
"4775",NA,NA
"4776",NA,NA
"4777",NA,NA
"4778",NA,NA
"4779",NA,NA
"4780",NA,"no"
"4781",NA,NA
"4782",NA,NA
"4783",NA,NA
"4784",NA,NA
"4785",NA,NA
"4786",NA,NA
"4787",NA,NA
"4788",NA,NA
"4789",NA,NA
"4790",NA,NA
"4791",NA,NA
"4792","no",NA
"4793",NA,NA
"4794",NA,NA
"4795",NA,NA
"4796",NA,NA
"4797",NA,NA
"4798",NA,NA
"4799",NA,NA
"4800",NA,NA
"4801",NA,NA
"4802",NA,NA
"4803",NA,NA
"4804",NA,NA
"4805",NA,NA
"4806",NA,NA
"4807",NA,"no"
"4808",NA,NA
"4809",NA,NA
"4810",NA,"no"
"4811","no",NA
"4812",NA,NA
"4813",NA,NA
"4814",NA,NA
"4815",NA,NA
"4816",NA,NA
"4817",NA,NA
"4818",NA,NA
"4819",NA,NA
"4820",NA,NA
"4821",NA,NA
"4822",NA,NA
"4823",NA,NA
"4824",NA,NA
"4825",NA,NA
"4826",NA,NA
"4827",NA,"no"
"4828",NA,NA
"4829",NA,NA
"4830",NA,NA
"4831",NA,NA
"4832","no",NA
"4833",NA,NA
"4834",NA,NA
"4835",NA,NA
"4836",NA,NA
"4837",NA,"no"
"4838",NA,NA
"4839",NA,NA
"4840",NA,"no"
"4841",NA,NA
"4842",NA,NA
"4843",NA,NA
"4844","no","no"
"4845",NA,NA
"4846",NA,NA
"4847",NA,NA
"4848",NA,NA
"4849",NA,NA
"4850",NA,NA
"4851",NA,NA
"4852",NA,NA
"4853",NA,NA
"4854",NA,NA
"4855",NA,NA
"4856",NA,NA
"4857",NA,NA
"4858",NA,NA
"4859",NA,"yes"
"4860",NA,NA
"4861",NA,NA
"4862",NA,NA
"4863",NA,NA
"4864",NA,NA
"4865",NA,NA
"4866",NA,NA
"4867",NA,NA
"4868",NA,NA
"4869",NA,NA
"4870",NA,NA
"4871",NA,NA
"4872",NA,NA
"4873",NA,NA
"4874",NA,NA
"4875",NA,NA
"4876",NA,NA
"4877",NA,NA
"4878",NA,NA
"4879",NA,NA
"4880",NA,NA
"4881",NA,NA
"4882",NA,NA
"4883",NA,NA
"4884",NA,"no"
"4885",NA,NA
"4886",NA,"no"
"4887",NA,NA
"4888",NA,"no"
"4889",NA,NA
"4890",NA,NA
"4891",NA,NA
"4892",NA,NA
"4893","no","no"
"4894",NA,NA
"4895",NA,NA
"4896",NA,NA
"4897",NA,NA
"4898",NA,NA
